Job_ID,Submit_Time,Start_Time,End_Time,Requested_CPUs,Used_CPUs,Requested_Memory(MB),Used_Memory(MB),Execution_Time(Seconds),Queue_Wait_Time(Seconds),User_ID,Job_Type,Priority_Level,Node_Count,Interarrival_Time
JOB_01611,2024-02-08 19:12:00,2024-02-08 19:18:34,2024-02-08 19:31:43,2,1,8385,7848,789.3891583276015,394,User_29,MPI,high,1,15
JOB_01612,2024-03-03 10:48:00,2024-03-03 10:54:07,2024-03-03 11:04:27,32,31,4854,4389,620.6765929720945,367,User_94,interactive,high,1,10
JOB_01613,2024-01-10 19:50:00,2024-01-10 19:58:06,2024-01-10 20:14:31,2,1,24562,22170,985.2678073698123,486,User_17,interactive,medium,1,20
JOB_01614,2024-02-14 15:00:00,2024-02-14 15:04:18,2024-02-14 15:24:51,1,1,22428,21377,1233.0372168099595,258,User_28,batch,low,2,15
JOB_01615,2024-03-05 20:15:00,2024-03-05 20:17:15,2024-03-05 20:46:03,1,1,28781,26465,1728.5740813036432,135,User_94,batch,low,2,1
JOB_01616,2024-02-10 08:58:00,2024-02-10 09:07:44,2024-02-10 09:28:18,4,3,32123,30928,1234.1238072695,584,User_3,interactive,high,1,4
JOB_01617,2024-01-07 16:32:00,2024-01-07 16:36:49,2024-01-07 16:44:19,4,3,3906,3553,450.666263929602,289,User_76,GPU,medium,4,14
JOB_01618,2024-01-08 08:29:00,2024-01-08 08:31:24,2024-01-08 08:33:45,2,1,2022,1764,141.81151562333645,144,User_65,interactive,low,2,5
JOB_01619,2024-01-30 07:39:00,2024-01-30 07:42:41,2024-01-30 07:54:31,2,1,16966,15595,710.147420767048,221,User_22,interactive,medium,2,35
JOB_01620,2024-02-25 08:50:00,2024-02-25 08:57:36,2024-02-25 09:09:07,1,1,17692,17561,691.376403837966,456,User_16,interactive,low,2,13
JOB_01621,2024-01-14 12:02:00,2024-01-14 12:09:10,2024-01-14 12:26:13,4,3,17270,16755,1023.3503218644645,430,User_47,batch,high,2,0
JOB_01622,2024-01-06 23:29:00,2024-01-06 23:33:34,2024-01-06 23:59:19,4,3,26020,22920,1545.9019798976708,274,User_92,batch,low,2,21
JOB_01623,2024-01-12 11:40:00,2024-01-12 11:41:00,2024-01-12 11:54:45,1,1,19568,17781,825.2188734407772,60,User_84,interactive,low,1,1
JOB_01624,2024-01-26 00:46:00,2024-01-26 00:53:16,2024-01-26 00:57:40,1,1,4089,4044,264.22209259939734,436,User_5,GPU,low,1,1
JOB_01625,2024-02-26 19:50:00,2024-02-26 19:57:51,2024-02-26 20:08:53,1,1,11491,9980,662.6923105094396,471,User_49,batch,medium,1,13
JOB_01626,2024-02-27 14:58:00,2024-02-27 15:02:19,2024-02-27 15:14:43,1,1,18902,16786,744.7647163146885,259,User_82,interactive,medium,2,20
JOB_01627,2024-02-23 06:44:00,2024-02-23 06:48:02,2024-02-23 07:08:15,4,3,13100,11650,1213.581481901652,242,User_33,batch,low,8,7
JOB_01628,2024-02-19 21:54:00,2024-02-19 22:01:49,2024-02-19 22:17:12,1,1,22031,20613,923.6195285273442,469,User_99,interactive,medium,2,3
JOB_01629,2024-03-05 19:43:00,2024-03-05 19:50:37,2024-03-05 19:56:44,2,1,3567,3251,367.75373366431927,457,User_69,batch,medium,1,4
JOB_01630,2024-01-30 14:22:00,2024-01-30 14:26:35,2024-01-30 14:57:49,1,1,29726,25623,1874.2202611303087,275,User_80,batch,low,4,4
JOB_01631,2024-02-04 16:05:00,2024-02-04 16:11:48,2024-02-04 16:35:03,16,14,29857,28196,1395.7624773590603,408,User_7,interactive,low,4,3
JOB_01632,2024-02-24 09:01:00,2024-02-24 09:02:40,2024-02-24 09:21:53,8,7,11057,9562,1153.3014699006246,100,User_77,batch,low,8,2
JOB_01633,2024-02-18 07:01:00,2024-02-18 07:02:02,2024-02-18 07:19:31,2,1,22208,20896,1049.7158232597376,62,User_7,interactive,medium,2,9
JOB_01634,2024-01-27 20:12:00,2024-01-27 20:14:33,2024-01-27 20:35:44,2,1,26321,24374,1271.4957782099968,153,User_85,interactive,low,8,23
JOB_01635,2024-02-11 07:09:00,2024-02-11 07:10:58,2024-02-11 07:19:44,2,1,2425,2240,526.9337690369101,118,User_14,MPI,low,1,3
JOB_01636,2024-02-16 00:23:00,2024-02-16 00:30:46,2024-02-16 00:49:39,2,1,17853,15355,1133.8441845078034,466,User_84,batch,high,1,2
JOB_01637,2024-02-25 02:34:00,2024-02-25 02:35:17,2024-02-25 03:01:21,1,1,28391,26854,1564.6537295521505,77,User_3,batch,medium,1,18
JOB_01638,2024-02-09 03:47:00,2024-02-09 03:56:13,2024-02-09 04:07:10,4,3,5546,5072,657.5419420585741,553,User_7,batch,medium,4,13
JOB_01639,2024-01-10 00:39:00,2024-01-10 00:48:27,2024-01-10 01:04:55,4,3,21175,19304,988.2399569590825,567,User_89,GPU,medium,1,26
JOB_01640,2024-03-04 21:03:00,2024-03-04 21:09:31,2024-03-04 21:19:01,8,7,3575,3358,570.430229542743,391,User_15,MPI,low,2,1
JOB_01641,2024-01-11 09:56:00,2024-01-11 09:59:48,2024-01-11 10:15:41,1,1,23054,21692,953.4880372439194,228,User_54,interactive,medium,2,1
JOB_01642,2024-02-29 14:14:00,2024-02-29 14:18:25,2024-02-29 14:54:43,8,6,27567,23494,2178.3336835170744,265,User_57,MPI,low,1,7
JOB_01643,2024-02-29 05:56:00,2024-02-29 06:05:40,2024-02-29 06:25:03,8,7,21296,18501,1163.008237587246,580,User_49,interactive,low,8,9
JOB_01644,2024-02-20 04:24:00,2024-02-20 04:33:24,2024-02-20 04:39:20,1,1,5840,5171,356.4239919596026,564,User_16,interactive,medium,1,6
JOB_01645,2024-03-06 14:41:00,2024-03-06 14:47:45,2024-03-06 15:07:11,2,1,20139,19166,1166.104675260277,405,User_71,batch,low,1,9
JOB_01646,2024-01-20 13:43:00,2024-01-20 13:49:03,2024-01-20 14:11:13,1,1,31497,29497,1330.9428725527723,363,User_33,interactive,medium,4,1
JOB_01647,2024-02-09 03:30:00,2024-02-09 03:32:54,2024-02-09 03:43:10,2,1,8723,8405,616.8695824143443,174,User_61,batch,low,1,6
JOB_01648,2024-02-11 02:26:00,2024-02-11 02:28:26,2024-02-11 02:38:31,2,1,3653,3510,605.92747936458,146,User_90,MPI,high,2,10
JOB_01649,2024-01-21 19:09:00,2024-01-21 19:11:34,2024-01-21 19:20:41,4,3,8711,8519,547.3587760932095,154,User_20,interactive,low,4,5
JOB_01650,2024-02-07 15:59:00,2024-02-07 16:07:07,2024-02-07 16:19:26,2,1,11180,10134,739.563684623074,487,User_27,interactive,medium,8,11
JOB_01651,2024-01-31 20:24:00,2024-01-31 20:32:29,2024-01-31 20:59:32,16,14,18465,16650,1623.1970197699195,509,User_89,batch,medium,8,6
JOB_01652,2024-02-11 06:41:00,2024-02-11 06:42:01,2024-02-11 07:11:15,1,1,31740,30935,1754.9279092864667,61,User_88,batch,low,1,4
JOB_01653,2024-02-06 07:02:00,2024-02-06 07:04:17,2024-02-06 07:36:31,32,27,30431,26950,1934.7721585733836,137,User_81,batch,medium,2,3
JOB_01654,2024-02-07 20:44:00,2024-02-07 20:50:23,2024-02-07 20:59:28,2,1,7858,7222,545.3856730302991,383,User_2,batch,medium,1,5
JOB_01655,2024-03-07 09:51:00,2024-03-07 09:53:37,2024-03-07 10:18:58,8,7,26357,23171,1521.9914361521935,157,User_39,batch,medium,1,0
JOB_01656,2024-01-09 15:43:00,2024-01-09 15:45:49,2024-01-09 16:12:18,2,1,19203,18954,1589.5829620198774,169,User_54,MPI,low,1,11
JOB_01657,2024-01-29 10:46:00,2024-01-29 10:54:36,2024-01-29 11:12:23,1,1,27243,24823,1067.5045323732054,516,User_85,interactive,medium,1,18
JOB_01658,2024-02-08 20:16:00,2024-02-08 20:25:07,2024-02-08 20:38:03,8,7,5873,5179,776.1320503553187,547,User_13,batch,high,8,4
JOB_01659,2024-01-29 10:43:00,2024-01-29 10:50:10,2024-01-29 11:05:45,2,1,16806,16029,935.7139155773185,430,User_85,batch,medium,1,0
JOB_01660,2024-03-01 12:57:00,2024-03-01 13:03:36,2024-03-01 13:20:50,4,3,16851,14941,1034.9069751597076,396,User_67,batch,medium,2,43
JOB_01661,2024-01-24 04:48:00,2024-01-24 04:49:21,2024-01-24 05:07:09,4,3,25623,25405,1068.0277541613998,81,User_35,interactive,high,2,3
JOB_01662,2024-02-04 01:40:00,2024-02-04 01:46:04,2024-02-04 01:55:37,2,1,10455,9463,573.61709139758,364,User_80,interactive,medium,2,1
JOB_01663,2024-01-14 21:26:00,2024-01-14 21:31:31,2024-01-14 21:57:40,2,1,5174,4913,1569.9978134563703,331,User_78,MPI,medium,16,4
JOB_01664,2024-03-03 12:23:00,2024-03-03 12:32:09,2024-03-03 12:45:01,4,3,12313,11103,772.0442524381231,549,User_90,batch,high,1,13
JOB_01665,2024-02-13 04:03:00,2024-02-13 04:11:25,2024-02-13 04:21:11,1,1,10520,10215,586.3762911144764,505,User_18,GPU,medium,2,3
JOB_01666,2024-01-07 02:39:00,2024-01-07 02:44:37,2024-01-07 03:17:51,4,3,24355,23978,1994.2800500497024,337,User_54,MPI,low,2,8
JOB_01667,2024-01-09 07:17:00,2024-01-09 07:24:16,2024-01-09 07:34:25,8,7,7494,7255,609.0690156276481,436,User_14,batch,high,1,5
JOB_01668,2024-01-08 18:28:00,2024-01-08 18:32:51,2024-01-08 18:54:56,1,1,14281,13956,1325.6837474256702,291,User_66,MPI,medium,2,1
JOB_01669,2024-01-09 11:39:00,2024-01-09 11:47:05,2024-01-09 12:18:13,1,1,31929,27627,1868.6094437158702,485,User_93,batch,medium,4,4
JOB_01670,2024-02-09 07:26:00,2024-02-09 07:27:54,2024-02-09 08:05:26,4,3,28142,27821,2252.3191736088747,114,User_80,MPI,medium,1,12
JOB_01671,2024-01-09 18:56:00,2024-01-09 19:04:20,2024-01-09 19:27:33,2,1,24587,23201,1393.6240398354223,500,User_16,batch,low,1,9
JOB_01672,2024-03-08 18:34:00,2024-03-08 18:35:33,2024-03-08 18:44:05,2,1,4736,4643,512.0649023701599,93,User_37,MPI,medium,1,1
JOB_01673,2024-03-08 05:55:00,2024-03-08 06:01:28,2024-03-08 06:43:03,1,1,29555,28156,2495.805918874665,388,User_15,MPI,medium,4,1
JOB_01674,2024-02-03 22:03:00,2024-02-03 22:11:33,2024-02-03 22:35:53,4,3,13745,12099,1460.9832986344977,513,User_14,MPI,high,4,10
JOB_01675,2024-01-12 20:14:00,2024-01-12 20:21:27,2024-01-12 20:32:57,1,1,13519,12727,690.8521502381421,447,User_64,interactive,medium,2,16
JOB_01676,2024-02-20 15:24:00,2024-02-20 15:32:09,2024-02-20 15:48:23,2,1,13444,11610,974.4121871448793,489,User_26,batch,medium,2,4
JOB_01677,2024-01-06 11:01:00,2024-01-06 11:09:55,2024-01-06 11:38:09,8,7,22866,21822,1694.9157635962172,535,User_78,batch,high,8,9
JOB_01678,2024-02-23 09:09:00,2024-02-23 09:12:04,2024-02-23 09:22:09,2,1,6339,5777,605.5526959278003,184,User_26,batch,medium,4,1
JOB_01679,2024-02-21 02:48:00,2024-02-21 02:57:42,2024-02-21 03:08:24,2,1,6405,5590,642.2695063389273,582,User_100,batch,low,4,3
JOB_01680,2024-02-21 03:00:00,2024-02-21 03:09:01,2024-02-21 03:21:56,32,27,10521,10488,775.1001506297814,541,User_34,interactive,medium,4,0
JOB_01681,2024-01-31 00:07:00,2024-01-31 00:13:16,2024-01-31 00:43:19,4,3,30064,29617,1803.8516251108504,376,User_67,batch,medium,2,14
JOB_01682,2024-03-01 23:39:00,2024-03-01 23:42:01,2024-03-01 23:59:33,8,7,20582,20253,1052.3145369429956,181,User_26,GPU,low,2,5
JOB_01683,2024-01-12 03:01:00,2024-01-12 03:07:12,2024-01-12 03:21:46,2,1,14518,14058,874.8921755287954,372,User_46,interactive,low,8,16
JOB_01684,2024-02-07 09:25:00,2024-02-07 09:34:06,2024-02-07 10:25:41,8,6,32166,30679,3095.785389025178,546,User_91,MPI,medium,8,12
JOB_01685,2024-02-02 04:26:00,2024-02-02 04:27:11,2024-02-02 04:54:20,1,1,29228,27715,1629.3918088086607,71,User_53,batch,low,1,17
JOB_01686,2024-03-01 13:27:00,2024-03-01 13:30:04,2024-03-01 14:01:48,1,1,23795,20604,1904.9122324027064,184,User_38,MPI,low,1,3
JOB_01687,2024-03-09 07:01:00,2024-03-09 07:03:16,2024-03-09 07:55:43,2,1,26381,25987,3147.829548728487,136,User_21,MPI,medium,16,2
JOB_01688,2024-02-08 11:55:00,2024-02-08 11:59:55,2024-02-08 12:22:46,2,1,24175,23743,1371.5181002606216,295,User_6,batch,medium,1,35
JOB_01689,2024-03-06 15:10:00,2024-03-06 15:15:13,2024-03-06 15:31:42,8,7,17974,17294,989.9680819419247,313,User_71,interactive,medium,8,12
JOB_01690,2024-01-05 16:23:00,2024-01-05 16:30:45,2024-01-05 16:43:59,2,1,16776,16593,794.111100760186,465,User_64,interactive,low,1,17
JOB_01691,2024-01-27 04:20:00,2024-01-27 04:25:02,2024-01-27 04:32:09,4,3,5646,5267,427.01331444413495,302,User_27,batch,medium,1,0
JOB_01692,2024-02-24 15:36:00,2024-02-24 15:44:40,2024-02-24 15:51:16,4,3,5156,4728,396.1715259139976,520,User_89,interactive,high,1,4
JOB_01693,2024-01-29 10:33:00,2024-01-29 10:38:36,2024-01-29 11:06:56,4,3,29873,29729,1700.7221311382202,336,User_62,batch,low,1,13
JOB_01694,2024-02-02 00:10:00,2024-02-02 00:18:48,2024-02-02 00:29:20,2,1,9854,9061,632.6208010225645,528,User_43,batch,medium,1,0
JOB_01695,2024-01-10 10:19:00,2024-01-10 10:23:39,2024-01-10 10:52:31,4,3,29300,27723,1732.7428796781505,279,User_31,batch,high,2,8
JOB_01696,2024-02-22 14:28:00,2024-02-22 14:32:44,2024-02-22 14:45:24,2,1,8019,7264,760.2458043451883,284,User_1,batch,medium,4,5
JOB_01697,2024-02-16 04:27:00,2024-02-16 04:29:40,2024-02-16 05:04:14,1,1,21575,20398,2074.660081570934,160,User_2,batch,medium,16,0
JOB_01698,2024-01-20 08:44:00,2024-01-20 08:53:26,2024-01-20 09:24:20,32,28,27999,26823,1854.167761608976,566,User_86,batch,low,2,2
JOB_01699,2024-01-15 02:00:00,2024-01-15 02:06:30,2024-01-15 02:11:38,1,1,3694,3486,308.75984506342644,390,User_12,GPU,medium,2,3
JOB_01700,2024-02-29 18:39:00,2024-02-29 18:43:56,2024-02-29 18:53:35,1,1,10388,9631,579.4404903574435,296,User_15,interactive,low,2,1
JOB_01701,2024-02-13 21:21:00,2024-02-13 21:27:38,2024-02-13 21:50:12,8,7,27320,24451,1354.127642582679,398,User_74,GPU,medium,2,9
JOB_01702,2024-01-21 09:52:00,2024-01-21 10:01:25,2024-01-21 10:26:54,2,1,25704,24330,1529.5008753582913,565,User_86,batch,high,2,2
JOB_01703,2024-01-10 20:24:00,2024-01-10 20:27:44,2024-01-10 20:48:02,4,3,19090,18827,1218.4243825574317,224,User_64,batch,low,1,3
JOB_01704,2024-02-01 20:50:00,2024-02-01 20:54:37,2024-02-01 21:13:54,2,1,29916,25459,1157.0629672307928,277,User_20,interactive,medium,1,22
JOB_01705,2024-02-20 15:10:00,2024-02-20 15:17:15,2024-02-20 15:27:18,2,1,11065,9627,603.34825947735,435,User_12,batch,medium,1,6
JOB_01706,2024-02-03 10:56:00,2024-02-03 10:57:11,2024-02-03 11:08:06,2,1,10078,8747,655.5746099612586,71,User_100,batch,medium,1,4
JOB_01707,2024-01-11 10:58:00,2024-01-11 11:06:11,2024-01-11 11:18:58,2,1,12661,12515,767.7228222939643,491,User_66,interactive,low,4,12
JOB_01708,2024-03-10 09:56:00,2024-03-10 09:58:22,2024-03-10 10:11:15,2,1,11781,11185,773.9737978453446,142,User_10,batch,medium,1,24
JOB_01709,2024-01-26 08:32:00,2024-01-26 08:40:10,2024-01-26 08:51:18,4,3,9514,9445,668.8684747284439,490,User_93,interactive,high,8,0
JOB_01710,2024-02-22 06:08:00,2024-02-22 06:16:57,2024-02-22 06:40:59,4,3,28508,26724,1442.4864734038606,537,User_93,interactive,high,8,5
JOB_01711,2024-01-21 14:03:00,2024-01-21 14:10:08,2024-01-21 14:39:37,16,13,13353,12274,1769.8931451887595,428,User_13,batch,medium,16,9
JOB_01712,2024-02-09 01:24:00,2024-02-09 01:27:20,2024-02-09 01:37:27,1,1,1794,1738,607.0505875433079,200,User_33,batch,low,8,3
JOB_01713,2024-02-21 01:26:00,2024-02-21 01:34:35,2024-02-21 01:56:19,4,3,32640,28531,1304.656601963188,515,User_83,interactive,medium,1,14
JOB_01714,2024-02-26 14:10:00,2024-02-26 14:19:21,2024-02-26 14:45:57,4,3,28139,25527,1596.0872549888138,561,User_30,batch,medium,2,35
JOB_01715,2024-02-25 20:22:00,2024-02-25 20:29:42,2024-02-25 20:57:06,16,14,27062,24895,1644.9950802854023,462,User_59,batch,high,1,28
JOB_01716,2024-03-02 10:30:00,2024-03-02 10:35:47,2024-03-02 10:43:06,1,1,4878,4364,439.8734385864347,347,User_38,GPU,medium,4,3
JOB_01717,2024-02-28 11:59:00,2024-02-28 12:05:54,2024-02-28 12:19:16,4,3,4142,3751,802.0586148675159,414,User_34,batch,low,8,2
JOB_01718,2024-02-20 16:12:00,2024-02-20 16:18:42,2024-02-20 16:36:24,8,7,19540,16837,1062.4626611319939,402,User_60,interactive,medium,8,31
JOB_01719,2024-01-03 09:21:00,2024-01-03 09:24:28,2024-01-03 09:34:39,2,1,10925,9610,611.712514812521,208,User_7,GPU,low,2,6
JOB_01720,2024-02-25 10:22:00,2024-02-25 10:26:29,2024-02-25 10:54:32,8,6,24633,22177,1683.6995746749014,269,User_13,batch,medium,4,2
JOB_01721,2024-02-29 21:03:00,2024-02-29 21:05:51,2024-02-29 21:25:57,1,1,18398,17834,1206.1163483779835,171,User_23,batch,high,1,12
JOB_01722,2024-03-04 02:54:00,2024-03-04 03:03:55,2024-03-04 03:21:27,4,3,18118,15896,1052.3680636490697,595,User_6,batch,low,1,3
JOB_01723,2024-01-25 08:14:00,2024-01-25 08:15:48,2024-01-25 08:41:40,16,14,21712,19584,1552.5978794852265,108,User_38,batch,medium,4,3
JOB_01724,2024-01-03 15:14:00,2024-01-03 15:20:30,2024-01-03 15:42:13,4,3,22775,19580,1303.3523542860923,390,User_47,batch,low,2,21
JOB_01725,2024-01-17 10:07:00,2024-01-17 10:14:04,2024-01-17 10:33:16,2,1,14546,13579,1152.384953559409,424,User_87,interactive,low,16,1
JOB_01726,2024-01-25 20:58:00,2024-01-25 20:59:10,2024-01-25 21:02:28,1,1,1062,1000,198.59477748423703,70,User_41,batch,high,1,0
JOB_01727,2024-03-04 23:04:00,2024-03-04 23:08:07,2024-03-04 23:27:45,16,15,18683,18306,1178.4566484227878,247,User_55,interactive,high,8,3
JOB_01728,2024-03-10 09:30:00,2024-03-10 09:39:28,2024-03-10 09:52:46,2,1,17026,16564,798.394718212914,568,User_95,GPU,low,2,9
JOB_01729,2024-01-29 02:59:00,2024-01-29 03:07:24,2024-01-29 03:42:05,1,1,24477,21853,2081.8908481922026,504,User_15,MPI,medium,4,1
JOB_01730,2024-01-31 22:21:00,2024-01-31 22:23:29,2024-01-31 22:47:06,4,3,31522,27441,1417.316736429286,149,User_13,interactive,high,4,6
JOB_01731,2024-02-01 22:49:00,2024-02-01 22:57:27,2024-02-01 23:10:29,2,1,5881,5136,782.39338951348,507,User_98,batch,high,8,9
JOB_01732,2024-01-01 13:20:00,2024-01-01 13:21:31,2024-01-01 13:33:39,1,1,17336,17255,728.6315570784119,91,User_6,interactive,high,1,18
JOB_01733,2024-01-17 12:17:00,2024-01-17 12:23:26,2024-01-17 12:31:10,2,1,2460,2339,464.85222836243247,386,User_2,interactive,low,8,2
JOB_01734,2024-01-14 00:56:00,2024-01-14 00:58:13,2024-01-14 01:24:03,1,1,28593,24486,1550.2842188884204,133,User_18,batch,high,1,17
JOB_01735,2024-02-21 13:08:00,2024-02-21 13:13:10,2024-02-21 13:38:14,4,3,27069,23564,1504.1374524407313,310,User_85,batch,medium,1,2
JOB_01736,2024-02-29 19:59:00,2024-02-29 20:07:29,2024-02-29 20:36:46,4,3,19507,18002,1757.8354842351607,509,User_83,MPI,medium,2,11
JOB_01737,2024-02-06 11:31:00,2024-02-06 11:37:54,2024-02-06 12:05:46,4,3,25973,22886,1672.5036044422666,414,User_22,batch,medium,4,5
JOB_01738,2024-01-07 08:00:00,2024-01-07 08:09:52,2024-01-07 08:21:47,8,7,8717,8460,715.0656270120769,592,User_43,batch,high,2,1
JOB_01739,2024-01-13 21:55:00,2024-01-13 22:00:55,2024-01-13 22:19:00,8,6,14242,13330,1085.2604087587877,355,User_46,batch,low,4,12
JOB_01740,2024-03-08 10:40:00,2024-03-08 10:45:57,2024-03-08 10:56:16,4,3,5275,4968,619.5805442426147,357,User_57,batch,high,4,2
JOB_01741,2024-02-27 15:11:00,2024-02-27 15:17:27,2024-02-27 15:46:30,1,1,21433,19706,1743.4199605960061,387,User_80,MPI,low,1,1
JOB_01742,2024-01-03 18:58:00,2024-01-03 19:04:01,2024-01-03 19:29:36,4,3,31261,27772,1535.1922761108701,361,User_35,interactive,low,8,4
JOB_01743,2024-01-09 08:26:00,2024-01-09 08:35:31,2024-01-09 08:43:30,2,1,10329,9692,479.4721944219428,571,User_94,interactive,medium,1,10
JOB_01744,2024-03-08 21:54:00,2024-03-08 22:00:37,2024-03-08 22:33:35,4,3,28326,27123,1978.4490374100083,397,User_12,batch,medium,8,2
JOB_01745,2024-02-18 06:51:00,2024-02-18 06:58:13,2024-02-18 07:11:39,4,3,11614,10518,806.6089397589341,433,User_48,batch,medium,1,2
JOB_01746,2024-01-20 13:57:00,2024-01-20 13:59:33,2024-01-20 14:23:30,2,1,23620,21866,1437.7887595019185,153,User_44,batch,medium,2,0
JOB_01747,2024-02-04 05:48:00,2024-02-04 05:51:11,2024-02-04 06:15:35,16,14,20642,20145,1464.5859792680615,191,User_24,batch,low,2,6
JOB_01748,2024-02-08 05:08:00,2024-02-08 05:09:52,2024-02-08 05:34:54,1,1,26865,23434,1502.6205610676047,112,User_15,batch,low,1,5
JOB_01749,2024-02-11 07:00:00,2024-02-11 07:09:15,2024-02-11 07:16:03,4,3,8686,8093,408.71663840125916,555,User_52,interactive,medium,1,2
JOB_01750,2024-02-01 00:41:00,2024-02-01 00:45:48,2024-02-01 01:08:58,1,1,24958,22518,1390.0018488385408,288,User_52,batch,medium,1,0
JOB_01751,2024-01-15 07:51:00,2024-01-15 07:55:31,2024-01-15 08:02:05,16,15,4147,3962,394.1863342047485,271,User_59,interactive,low,1,5
JOB_01752,2024-02-03 16:23:00,2024-02-03 16:32:23,2024-02-03 16:50:00,1,1,18061,15402,1057.6449328968233,563,User_35,batch,low,1,15
JOB_01753,2024-01-29 08:46:00,2024-01-29 08:55:14,2024-01-29 09:04:57,1,1,5182,4925,583.4398811246925,554,User_50,batch,medium,2,12
JOB_01754,2024-03-06 16:21:00,2024-03-06 16:25:52,2024-03-06 16:39:18,2,1,9724,8415,806.829446662261,292,User_89,batch,medium,4,19
JOB_01755,2024-01-30 12:37:00,2024-01-30 12:39:10,2024-01-30 12:49:00,2,1,11555,9934,590.452334459249,130,User_62,GPU,medium,2,0
JOB_01756,2024-02-21 15:55:00,2024-02-21 15:59:08,2024-02-21 16:45:05,2,1,28762,27573,2757.475083365649,248,User_54,MPI,low,8,33
JOB_01757,2024-02-24 06:28:00,2024-02-24 06:29:07,2024-02-24 06:40:52,4,3,10903,10314,705.0606106378017,67,User_84,GPU,high,2,4
JOB_01758,2024-01-08 17:35:00,2024-01-08 17:41:31,2024-01-08 17:49:58,2,1,6567,6463,507.56200951376815,391,User_22,batch,medium,2,46
JOB_01759,2024-01-05 18:55:00,2024-01-05 18:56:15,2024-01-05 19:11:32,1,1,15004,13922,917.968926744948,75,User_15,batch,medium,2,2
JOB_01760,2024-01-15 03:52:00,2024-01-15 03:54:32,2024-01-15 04:06:22,2,1,16180,15039,710.9592314767467,152,User_17,interactive,medium,2,6
JOB_01761,2024-01-15 07:52:00,2024-01-15 07:57:21,2024-01-15 08:10:18,8,7,10604,10137,777.904472058374,321,User_90,batch,medium,2,4
JOB_01762,2024-03-09 16:05:00,2024-03-09 16:08:40,2024-03-09 16:34:50,4,3,19605,17615,1570.8390951543956,220,User_93,MPI,low,1,4
JOB_01763,2024-02-26 05:41:00,2024-02-26 05:47:50,2024-02-26 05:59:39,4,3,4935,4222,709.7089580880179,410,User_8,batch,high,8,18
JOB_01764,2024-01-05 12:42:00,2024-01-05 12:45:53,2024-01-05 13:03:54,4,3,14606,12919,1081.9214301900133,233,User_21,batch,medium,4,13
JOB_01765,2024-03-02 08:18:00,2024-03-02 08:24:16,2024-03-02 08:37:48,2,1,12144,10755,812.9521553507284,376,User_14,batch,high,1,48
JOB_01766,2024-01-08 10:13:00,2024-01-08 10:14:17,2024-01-08 10:44:56,1,1,31300,28180,1839.9417888918194,77,User_54,batch,high,4,9
JOB_01767,2024-01-25 18:25:00,2024-01-25 18:34:05,2024-01-25 18:39:39,2,1,6259,6205,334.5390653500842,545,User_76,interactive,medium,1,6
JOB_01768,2024-02-10 07:59:00,2024-02-10 08:06:06,2024-02-10 08:14:56,8,7,5823,5652,530.3980963542748,426,User_62,batch,medium,1,0
JOB_01769,2024-03-01 06:01:00,2024-03-01 06:07:50,2024-03-01 06:36:30,32,31,26115,25864,1720.4882965810211,410,User_73,batch,medium,1,56
JOB_01770,2024-02-08 14:16:00,2024-02-08 14:25:47,2024-02-08 14:56:12,2,1,29258,29251,1825.8430348507331,587,User_87,batch,medium,4,8
JOB_01771,2024-02-14 04:56:00,2024-02-14 05:04:14,2024-02-14 05:22:17,1,1,15249,13953,1083.0450167708784,494,User_57,batch,high,4,12
JOB_01772,2024-02-25 06:10:00,2024-02-25 06:15:29,2024-02-25 06:35:32,1,1,27433,24252,1203.3788254825367,329,User_24,interactive,medium,4,5
JOB_01773,2024-02-10 05:39:00,2024-02-10 05:41:07,2024-02-10 06:12:12,2,1,22768,21265,1865.7584332398917,127,User_79,MPI,low,1,7
JOB_01774,2024-02-07 16:47:00,2024-02-07 16:48:29,2024-02-07 17:10:47,4,3,25629,25172,1338.448149902746,89,User_49,GPU,low,2,28
JOB_01775,2024-01-25 20:44:00,2024-01-25 20:50:15,2024-01-25 21:09:49,1,1,28814,26504,1174.2600976752112,375,User_100,interactive,medium,4,1
JOB_01776,2024-01-20 14:55:00,2024-01-20 14:58:43,2024-01-20 15:17:55,16,14,17733,16417,1152.0115878569104,223,User_46,batch,medium,1,3
JOB_01777,2024-03-09 17:11:00,2024-03-09 17:17:19,2024-03-09 17:24:04,2,1,4790,4168,405.79624322799356,379,User_79,interactive,low,2,1
JOB_01778,2024-02-16 15:14:00,2024-02-16 15:15:13,2024-02-16 15:48:10,16,14,32692,29850,1977.2114040804836,73,User_4,batch,high,1,15
JOB_01779,2024-01-11 08:38:00,2024-01-11 08:43:38,2024-01-11 08:51:48,8,7,5135,4662,490.2013611745393,338,User_88,batch,low,1,0
JOB_01780,2024-02-01 10:02:00,2024-02-01 10:10:11,2024-02-01 10:46:18,8,7,25710,23209,2167.79567349013,491,User_94,MPI,low,2,0
JOB_01781,2024-02-09 03:09:00,2024-02-09 03:14:22,2024-02-09 03:24:52,4,3,8039,7903,630.3556797291494,322,User_17,batch,high,2,3
JOB_01782,2024-01-11 02:14:00,2024-01-11 02:23:41,2024-01-11 02:37:07,4,3,7880,6768,806.9759682406504,581,User_62,MPI,high,1,7
